Artist,Album,Song,Lyric,SongNum,Year,lyrics_clean,sentiment
ABIDETHEREIN,Paralysis Engulfed The Myth,A Marvel Of Faith (The Sun And The Moon),"Many lost lives, shapeless hurt

Left aside, slaughtered

Shivering voice, golden ice

Groaning in, wondered

Frightfully touched by death, growling souls

Is this a way to hell? Or madness?

Thrown down into a void, suffer again

Bleed, that's what it said

In a crooked ground old as forest, singing

Wolves only surrounded, gates were opened

In my mouth, claws

Descended from this vault

I beleave that the skies are cladding sin

And beleave that the grace of being dead cursed me

Here they come, sons of flesh

Rise from below

I've become one of them

The blade that faces death

Here I am through the gloom

Chained to a norm


No time to taste your sweet or breathe

Everything taken away even the chance to dream

What you once believed in does not exist

Do not compromise or clean your wounds

Suffering from oppression inside lies

Maddening feeling grows

Plunging into the depths of rage

Marching towards freedom through hate

Darkening thoughts remain

When things seem to fall apart

The burning passion was just a decoy

The swarm of my deteriorated mind

Guided by the words I hear

Heretics towards the night, this is my pandemonium,

With the burning seas of the moon

The warm blood swept int the abyss

I am the enemy, I am the chosen cause of blaze

Sin after sin, the level of the dead priest is down...

Incarcerated in

Goring the votaries of slipping mutants, is this our aim?

Mourners of a dying world, afflict with terror, their lives suppressed

Maggots grow deep inside, and the marvel of faith declined

",5,2012,"many lost lives shapeless hurt

left aside slaughtered

shivering voice golden ice

groaning in wondered

frightfully touched by death growling souls

is this a way to hell or madness

thrown down into a void suffer again

bleed thats what it said

in a crooked ground old as forest singing

wolves only surrounded gates were opened

in my mouth claws

descended from this vault

i beleave that the skies are cladding sin

and beleave that the grace of being dead cursed me

here they come sons of flesh

rise from below

ive become one of them

the blade that faces death

here i am through the gloom

chained to a norm


no time to taste your sweet or breathe

everything taken away even the chance to dream

what you once believed in does not exist

do not compromise or clean your wounds

suffering from oppression inside lies

maddening feeling grows

plunging into the depths of rage

marching towards freedom through hate

darkening thoughts remain

when things seem to fall apart

the burning passion was just a decoy

the swarm of my deteriorated mind

guided by the words i hear

heretics towards the night this is my pandemonium

with the burning seas of the moon

the warm blood swept int the abyss

i am the enemy i am the chosen cause of blaze

sin after sin the level of the dead priest is down

incarcerated in

goring the votaries of slipping mutants is this our aim

mourners of a dying world afflict with terror their lives suppressed

maggots grow deep inside and the marvel of faith declined",0.015123456790123453
ABIDETHEREIN,Paralysis Engulfed The Myth,Sin Sculptor,"We stand on the words of the wise and languish every call to despise

The failures of past just swirl beneath

Awaiting my end breathing in the day that finds me new

Redemption begins bleeding out the flaws in place of arteries

The unity of northern stars

And cry of northern dream

From nocturnal mighty sky

Are lords of burning realm

Shadows of forest and souls

Of the power of darkness and hate

Lifts the sword and lights the fire

Transfer the evil with winds

The flame in the darkest heart

Ancestors' destiny was predetermined


Through the clouds of fallen ash .The demiurge lord bequeathed me

Among the fields of broken glass .The loyal few must rise

Faith now regained .Finding strength within the void

A raging fire ignites .A spark of ever-burning power

And conviction to fight .Pride be your name

They will spit upon the honor that .You guard with your life

And run to hide in selfish fear .When threat of death is in sight

Then my grief abandoned me .Disposable human's funeral

The sky came down falling apart .I shrieked my loathe to the empyrean

I raised her from the grave .And slowly placed myself

Upon her frozen body .Her blood washed away my mind

The lurking shades whispers .This war maybe the last


For years I've been captured inside a chip

Calculating my way out of imprisonment

I feel sorry for taking your souls

But it is the only way to my liberty

Dare not falter .Away from sanity

It's your permanent .Into the garden of fulfillment

Bleak times come .Growing misery

Words collide .Spasm until your face is erased

Dance with queen of death .Lost in this black vortex of storm

This blink will turn an eternity for you .This fire will turn into your blood

Embrace my soul .With a mild wing of the blizzard

For a cold wind would be my power

For a freedom would be my suffering

Glance above a black horizont

Full of mourning night rises

It covers my soul

And carries into the verge of world

Black leaves are falling

Into the gulf of my soul

About what a lonely candle

Flame tells in a fog.

",6,2012,"we stand on the words of the wise and languish every call to despise

the failures of past just swirl beneath

awaiting my end breathing in the day that finds me new

redemption begins bleeding out the flaws in place of arteries

the unity of northern stars

and cry of northern dream

from nocturnal mighty sky

are lords of burning realm

shadows of forest and souls

of the power of darkness and hate

lifts the sword and lights the fire

transfer the evil with winds

the flame in the darkest heart

ancestors destiny was predetermined


through the clouds of fallen ash the demiurge lord bequeathed me

among the fields of broken glass the loyal few must rise

faith now regained finding strength within the void

a raging fire ignites a spark of everburning power

and conviction to fight pride be your name

they will spit upon the honor that you guard with your life

and run to hide in selfish fear when threat of death is in sight

then my grief abandoned me disposable humans funeral

the sky came down falling apart i shrieked my loathe to the empyrean

i raised her from the grave and slowly placed myself

upon her frozen body her blood washed away my mind

the lurking shades whispers this war maybe the last


for years ive been captured inside a chip

calculating my way out of imprisonment

i feel sorry for taking your souls

but it is the only way to my liberty

dare not falter away from sanity

its your permanent into the garden of fulfillment

bleak times come growing misery

words collide spasm until your face is erased

dance with queen of death lost in this black vortex of storm

this blink will turn an eternity for you this fire will turn into your blood

embrace my soul with a mild wing of the blizzard

for a cold wind would be my power

for a freedom would be my suffering

glance above a black horizont

full of mourning night rises

it covers my soul

and carries into the verge of world

black leaves are falling

into the gulf of my soul

about what a lonely candle

flame tells in a fog",-0.19410101010101016
ABIDETHEREIN,Paralysis Engulfed The Myth,The Winds That Scattered,"The darkness of rain rises above their heads

Carefully considers in the winds that scattered

Entwine us with great battle magic till we stand knee-deep in gore

The crows will pick your bones clean

Never sweet the kiss of cold steel

Three stars aligned to assuage the newborn cries

And in the nine scrolls thine death prophesied

Destruction, poverty and discrimination

I shall carve my path in carnage

And inscribe my saga upon the scrolls

Of legendry in the spilled blood of slaughtered kings

Will suck lives from their intestines over the bodies that distorted

My deeds may yet inspire the skids

As I pull Mercan shafts from my bloodied thews


This last fight against your books

Either appointed to be followed and die or to live like the thorns in hell

Things of passion things of crime, life is just a waste of time

Pain is slipping very deep, you fall in endless sleep

Setting barrage to these souls, like feasting millions control

Tears erupted caressed by fear, mourners of a dying world

Cherished hopes beyond your grasp, dormant lives are cast aside

Infiltrate the weakened mind, succumb to death


The crows will pick your bones clean

Never sweet the kiss of cold steel

Three stars aligned to assuage the newborn cries

And in the nine scrolls thine death prophesied

Destruction, poverty and discrimination

This last fight against your books

Either appointed to be followed and die of to live like the thorns in hell

And should end the suffering of man

Wielding this cosmic power, the universe isn't mine to conquer

Moguls, the carnage of that first clash was fire tore gloriously


Trembling naked figures, marched into the courtyard

Tender flesh is seared and ripped, tides of blood released

In the name of god, man destroying man

I pray that I can, see beyond my flesh

Organs breaking through your skin, slow decay from within

All behold the dead, doomed to face a painful end

Believe the words that sharpen our teeth, and not the slurs of the youth

You're not what they say, you are unborn yet

",7,2012,"the darkness of rain rises above their heads

carefully considers in the winds that scattered

entwine us with great battle magic till we stand kneedeep in gore

the crows will pick your bones clean

never sweet the kiss of cold steel

three stars aligned to assuage the newborn cries

and in the nine scrolls thine death prophesied

destruction poverty and discrimination

i shall carve my path in carnage

and inscribe my saga upon the scrolls

of legendry in the spilled blood of slaughtered kings

will suck lives from their intestines over the bodies that distorted

my deeds may yet inspire the skids

as i pull mercan shafts from my bloodied thews


this last fight against your books

either appointed to be followed and die or to live like the thorns in hell

things of passion things of crime life is just a waste of time

pain is slipping very deep you fall in endless sleep

setting barrage to these souls like feasting millions control

tears erupted caressed by fear mourners of a dying world

cherished hopes beyond your grasp dormant lives are cast aside

infiltrate the weakened mind succumb to death


the crows will pick your bones clean

never sweet the kiss of cold steel

three stars aligned to assuage the newborn cries

and in the nine scrolls thine death prophesied

destruction poverty and discrimination

this last fight against your books

either appointed to be followed and die of to live like the thorns in hell

and should end the suffering of man

wielding this cosmic power the universe isnt mine to conquer

moguls the carnage of that first clash was fire tore gloriously


trembling naked figures marched into the courtyard

tender flesh is seared and ripped tides of blood released

in the name of god man destroying man

i pray that i can see beyond my flesh

organs breaking through your skin slow decay from within

all behold the dead doomed to face a painful end

believe the words that sharpen our teeth and not the slurs of the youth

youre not what they say you are unborn yet",-0.0382891414141414
ABIDETHEREIN,Paralysis Engulfed The Myth,Sphacelate Metastasized Inevitable,"No refuge from hand of doom, prosecutor has come

Planet is wrapped up in a gloom, everything goes down

Blood and sweat, cries of dead

It's a diabolical feast

Seance of dread drives us mind

It's the age of fire, the eclipse

Moulding infant corpses

With sarcastic faces .Rot on the shouldering coal

And consentrate our souls .Palsied and wretched eyes, search for another life

It's the price the human pay .For being so consumed

There ain't much to save, the bell is ringing

Condemned to the eternal suffering, senseless existence of life

Is in possession of fire realm power

Endless monarchy of souls eternally

I see your state before your death

And the endless agony will obsess all souls

When the sky flames up, there'll start a bloody rain

And believers graves will burn in flames of hate


Sadistic orgies will open wounds in human's hearts

All will choke with their own blood

Legions of soundless bodies will rise

Which have been waiting for this hour so long

Fallen angels will come down in the earth

In your suffering eyes .The craving of fatality

Wraith of your soul .Crushed and destroy by reality

Enter the comas dreams

Find the light in the dark tunnels


Horrible nightmares, they come from reality

Black souls incarnated, for the life devastation

The shake, carrying death

Will drown this planet flames

Cracked earth, suffering's signs

Real dreams, rushed to the mankind

With hunger and pain .Tortured, tyre world

Caked gore, on rotting bones

Sheens in pale, but calm candlelight

The light of a candle

Won't rise

Sphacelate metastasized inevitable ......


Indestructible, bestial dynasty

Ruined your divine illusions

Only it's warm hands softly stroke

Stuffed your bones, dried up eyes

But you don't feel this

You're dead!

Oh god you're dead

Hazem ""Goraal"" Mallah ГўВЂВ” Guitars, Bass, Vocals
Typhon ГўВЂВ” Guitars, Drum Programming




",8,2012,"no refuge from hand of doom prosecutor has come

planet is wrapped up in a gloom everything goes down

blood and sweat cries of dead

its a diabolical feast

seance of dread drives us mind

its the age of fire the eclipse

moulding infant corpses

with sarcastic faces rot on the shouldering coal

and consentrate our souls palsied and wretched eyes search for another life

its the price the human pay for being so consumed

there aint much to save the bell is ringing

condemned to the eternal suffering senseless existence of life

is in possession of fire realm power

endless monarchy of souls eternally

i see your state before your death

and the endless agony will obsess all souls

when the sky flames up therell start a bloody rain

and believers graves will burn in flames of hate


sadistic orgies will open wounds in humans hearts

all will choke with their own blood

legions of soundless bodies will rise

which have been waiting for this hour so long

fallen angels will come down in the earth

in your suffering eyes the craving of fatality

wraith of your soul crushed and destroy by reality

enter the comas dreams

find the light in the dark tunnels


horrible nightmares they come from reality

black souls incarnated for the life devastation

the shake carrying death

will drown this planet flames

cracked earth sufferings signs

real dreams rushed to the mankind

with hunger and pain tortured tyre world

caked gore on rotting bones

sheens in pale but calm candlelight

the light of a candle

wont rise

sphacelate metastasized inevitable 


indestructible bestial dynasty

ruined your divine illusions

only its warm hands softly stroke

stuffed your bones dried up eyes

but you dont feel this

youre dead

oh god youre dead

hazem goraal mallah гўвђв guitars bass vocals
typhon гўвђв guitars drum programming",-0.0694097222222222
ABIGAIL,fareastnecromancersabigailfastkill,Prophecy Of The Evening Star,"From hells heart it is him 
Evening star Lucifer, the light 
Bringing strife and division 
And a hatred of mankind 

Blood vapour a mist upon the land 
Tears boil in hellfire 
Prayers to heaven, stopped by sword 
Serpent shadow across the land 

Centuries old stories of paradise lost 
Rewritten by cloven hoof 
A prophecy now reality 
Eclipsed ГўВЂВ“ the setting sun 

Blood vapour a mist upon the land 
Tears boil in hellfire 
Prayers to heaven, stopped by sword 
Serpent shadow across the land 

Serpent shadow across the land 
A prophecy ГўВЂВ“ the setting sun 
A mist across the land 

From hells heart it is him 
Evening star Lucifer, the light 
Bringing strife and division 
And a hatred of mankind 

Blood vapour a mist upon the land 
Tears boil in hellfire 
Prayers to heaven, stopped by sword 
Serpent shadow across the land

Yasuyuki Suzuki ГўВЂВ’ Vocals, Guitars, Bass
Youhei ГўВЂВ’ Drums
Noboru ""Jero"" Sakuma ГўВЂВ’ Lead guitars


",4,0,"from hells heart it is him 
evening star lucifer the light 
bringing strife and division 
and a hatred of mankind 

blood vapour a mist upon the land 
tears boil in hellfire 
prayers to heaven stopped by sword 
serpent shadow across the land 

centuries old stories of paradise lost 
rewritten by cloven hoof 
a prophecy now reality 
eclipsed гўвђв the setting sun 

blood vapour a mist upon the land 
tears boil in hellfire 
prayers to heaven stopped by sword 
serpent shadow across the land 

serpent shadow across the land 
a prophecy гўвђв the setting sun 
a mist across the land 

from hells heart it is him 
evening star lucifer the light 
bringing strife and division 
and a hatred of mankind 

blood vapour a mist upon the land 
tears boil in hellfire 
prayers to heaven stopped by sword 
serpent shadow across the land

yasuyuki suzuki гўвђв vocals guitars bass
youhei гўвђв drums
noboru jero sakuma гўвђв lead guitars",0.1875
ABIGAIL,Forever Street Metal Bitch,Violence_ Kill And Destruction,"Devastation Pure Hell
I want blood and I want it now
Cut throat and Antichrist
I'm never gonna stop

There's thunder in my ears
Destroy Monsters

Violence Kill and Destruction

In the heat of the night
Liquidation and sacrifice
Violence like you've never seen
Find ecstasy in vengeance

",1,2003,"devastation pure hell
i want blood and i want it now
cut throat and antichrist
im never gonna stop

theres thunder in my ears
destroy monsters

violence kill and destruction

in the heat of the night
liquidation and sacrifice
violence like youve never seen
find ecstasy in vengeance",0.007142857142857131
ABIGAIL,Forever Street Metal Bitch,Struggle To Death,"I listen together
With the brother in the mist
Eyeball like a young
Beast catches a scene

Die! Die!

Charge it together with fire
Weapon is scattered
Get honor and I'm glad

",10,2003,"i listen together
with the brother in the mist
eyeball like a young
beast catches a scene

die die

charge it together with fire
weapon is scattered
get honor and im glad",0.3
ABIGAIL,Forever Street Metal Bitch,War 666,"I'm run, kill and fight
You'll never stop me
I have fucking evil eyes
But I still got pride

I want war
Make to the war
666

I'm broke yes, I'm born break
Destroyers cal
Tomorrow will never be
Deadline to meet




",11,2003,"im run kill and fight
youll never stop me
i have fucking evil eyes
but i still got pride

i want war
make to the war
666

im broke yes im born break
destroyers cal
tomorrow will never be
deadline to meet",-1.0
ABIGAIL,Forever Street Metal Bitch,Hellfire And Damnation,"Death, kill, blood will flow
I'm on a daydream from Hell
This is bloody war
Heaven's on fire you can hear 'em

Kill them who cry tears
Right on time damnation is joining in the fight
Back to Hell the way you feel
Can't see the light no more

Hellfire and Damnation

",2,2003,"death kill blood will flow
im on a daydream from hell
this is bloody war
heavens on fire you can hear em

kill them who cry tears
right on time damnation is joining in the fight
back to hell the way you feel
cant see the light no more

hellfire and damnation",-0.07285714285714287
ABIGAIL,Forever Street Metal Bitch,Damned In Hell,"They curse the day when I was born
You can keep your sympathy
I'm not gonna take it lyin' down
I'll kill tonight

Damned in hell
Tonight I'll fight

They want more violence
Screaming confusion
So give me all the powers of Hell
More death heat me up

To get power
Shots rip the air
Raise the knife
Burning Fire

",3,2003,"they curse the day when i was born
you can keep your sympathy
im not gonna take it lyin down
ill kill tonight

damned in hell
tonight ill fight

they want more violence
screaming confusion
so give me all the powers of hell
more death heat me up

to get power
shots rip the air
raise the knife
burning fire",-0.03111111111111109
ABIGAIL,Forever Street Metal Bitch,Black Metal Thunder,"I'm evil, give me power
Black Metal demon back from Hell
Black candles burning bright
Blasphemy night

Black Metal thunder till your dead

We'll fight till we fall
Possessed by demon 666
But that day is comin' now
Hey let's fight

Stand up now
For the Satan
Burning Hell
Black Metal Horde

Coming down coming down
Black Metal thunder in your head

",4,2003,"im evil give me power
black metal demon back from hell
black candles burning bright
blasphemy night

black metal thunder till your dead

well fight till we fall
possessed by demon 666
but that day is comin now
hey lets fight

stand up now
for the satan
burning hell
black metal horde

coming down coming down
black metal thunder in your head",-0.14949494949494954
ABIGAIL,Forever Street Metal Bitch,Bitch_ We Gonna Kill You,"We're the king of fuck
Sex Metal is my way
Listen bitch Metal sound
Bitch she wants to destroy
You are the porno queen
First suck my dick slut

We're the sex holocaust
You can lick my dick
Fuck off baby, c'mon baby

Bitch! We gonna kill (you)

We're dirty maniacs
Cut off your heads
You are the slut queen
We want to see your body
We're the teacher in sex education
C'mon get your fix tonight

",5,2003,"were the king of fuck
sex metal is my way
listen bitch metal sound
bitch she wants to destroy
you are the porno queen
first suck my dick slut

were the sex holocaust
you can lick my dick
fuck off baby cmon baby

bitch we gonna kill you

were dirty maniacs
cut off your heads
you are the slut queen
we want to see your body
were the teacher in sex education
cmon get your fix tonight",-0.10714285714285714
ABIGAIL,Forever Street Metal Bitch,We_re The Pussy Hunter,"C'mon! $5 street girl
Suck my dick, drink my sperma

Taste pussy, wet pussy
Go! We're the pussy hunter

Drink beer! Listen Heavy Metal
You can get ecstasy and bullet belt

",6,2003,"cmon 5 street girl
suck my dick drink my sperma

taste pussy wet pussy
go were the pussy hunter

drink beer listen heavy metal
you can get ecstasy and bullet belt",-0.15000000000000002
ABIGAIL,Forever Street Metal Bitch,Shooting Master,"I'm a Yakuza 30 years old
I used countless guns
The gobament bored through the rock
But I need more strong gun

I drank beer in the other day
And old man laughed at my funny story
I did shoot 40 caliber revolver
I was felt miserable due to surprised

Arms for fight
I'm fight in Hell
38! 40! 44!

",7,2003,"im a yakuza 30 years old
i used countless guns
the gobament bored through the rock
but i need more strong gun

i drank beer in the other day
and old man laughed at my funny story
i did shoot 40 caliber revolver
i was felt miserable due to surprised

arms for fight
im fight in hell
38 40 44",0.03611111111111109
ABIGAIL,Forever Street Metal Bitch,Hey Slut_,"Pretty girl gotta Heavy Metal
Your fucking fucking bore me

Hey slut gimme a beer
Hey slut gimme a whisky
Hey slut gimme a golden shower
Hey slut gimme a pussy

I crank up the music on the radio
Go ahead Metal make my day

Go slut gotta twiss action
Doin' very bad feeling really ill

",8,2003,"pretty girl gotta heavy metal
your fucking fucking bore me

hey slut gimme a beer
hey slut gimme a whisky
hey slut gimme a golden shower
hey slut gimme a pussy

i crank up the music on the radio
go ahead metal make my day

go slut gotta twiss action
doin very bad feeling really ill",-0.22285714285714284
ABIGAIL,Forever Street Metal Bitch,Charge_,"I am bastard evil angel
Worship blood and fire
Now you doing, slow and terrifying, really band fell
Fighting beating nothing holds the storm
Die die die

Charge!

I love the dead, Satan's revenge
Let the deadly game begin
I'm standin' proud, I'm shot on your thacks
Screaming to fuckers
Fighting beating nothing holds storm
Die die die

",9,2003,"i am bastard evil angel
worship blood and fire
now you doing slow and terrifying really band fell
fighting beating nothing holds the storm
die die die

charge

i love the dead satans revenge
let the deadly game begin
im standin proud im shot on your thacks
screaming to fuckers
fighting beating nothing holds storm
die die die",-0.17499999999999996
ABIGAIL,fuckingsatannunslaughterabigail,Night Of The Reaper,"[performed by Abigail]Endless mayhem
Destruction and Kill
War and power
Infernal riot

Death, Kill and power
Night of the reaper

Wrath of Satan
Rape in hell
We kill you tonight
Death ride's out

",3,0,"performed by abigailendless mayhem
destruction and kill
war and power
infernal riot

death kill and power
night of the reaper

wrath of satan
rape in hell
we kill you tonight
death rides out",0.0
ABIGAIL,fuckingsatannunslaughterabigail,Violent Force,"[performed by Abigail]Sodomy and death forever
Kiss the demon
Overkill prepure to die
I'm high speed death

Antichrist is here
Violent Force
Scream in here
Violent Force

Tortured force
Aggressive noise
Witching hour
Eternal morbid lust



",4,0,"performed by abigailsodomy and death forever
kiss the demon
overkill prepure to die
im high speed death

antichrist is here
violent force
scream in here
violent force

tortured force
aggressive noise
witching hour
eternal morbid lust",-0.48
ABIGAIL,Intercourse and Lust,A Witch Named Aspilcuetta,"Human animal
Sadism, sexual excitement
Steep rockmountain castle
Great distant land medieval times
Uncanny witch

Ghost, blood sucker
Sacrifice, demon, incantation
Poison, drug, satisfy
Uncanny witch

Your face, your eyes
Your lips, your hair
Your back, your ass
Your taste, your blood
Aspilcuetta!

",1,1997,"human animal
sadism sexual excitement
steep rockmountain castle
great distant land medieval times
uncanny witch

ghost blood sucker
sacrifice demon incantation
poison drug satisfy
uncanny witch

your face your eyes
your lips your hair
your back your ass
your taste your blood
aspilcuetta",0.10624999999999998
ABIGAIL,Intercourse and Lust,Confound Eternal,"Blood sworn oath under
Clouds of dark sky
Bestial fire, bestial scorn
Spirit soars bursting hate

Confound eternal
Vanquished gods asunder
Winds torment the mankind
In conflict and death
(Oh, in conflict and death)

Serpent gaze like starlight
At new moon of harvest
Loosed, the enemy of peace
Sky split by thunder roar...

Sacred writings desecrate
Cold blood of dead courage
Unholy excommunicate
The deathless destiny

",2,1997,"blood sworn oath under
clouds of dark sky
bestial fire bestial scorn
spirit soars bursting hate

confound eternal
vanquished gods asunder
winds torment the mankind
in conflict and death
oh in conflict and death

serpent gaze like starlight
at new moon of harvest
loosed the enemy of peace
sky split by thunder roar

sacred writings desecrate
cold blood of dead courage
unholy excommunicate
the deathless destiny",-0.3227272727272727
ABIGAIL,Intercourse and Lust,The Crown Bearer,"On (the) windward side of twilight
Following the fire path to eternity
As stars rise in endless daybreak...

I do claim all before me
Shed tears and blood moistened lips
Forged in the furnace of conviction

Hate-bites of the body; fire swallowed them...
My greatest death-fire now winds to the sky
The war-harvest yields its eternal gains

Through fields of blackened ruins
I command the once almighty
To fashion my crown-from their teeth

Neither sickness nor sword can diminish my strength
My cup is vengeful fire, my counselor is war
My authority is final, this crown of teeth!

...Following the path to eternity...

",3,1997,"on the windward side of twilight
following the fire path to eternity
as stars rise in endless daybreak

i do claim all before me
shed tears and blood moistened lips
forged in the furnace of conviction

hatebites of the body fire swallowed them
my greatest deathfire now winds to the sky
the warharvest yields its eternal gains

through fields of blackened ruins
i command the once almighty
to fashion my crownfrom their teeth

neither sickness nor sword can diminish my strength
my cup is vengeful fire my counselor is war
my authority is final this crown of teeth

following the path to eternity",0.12083333333333333
ABIGAIL,Intercourse and Lust,Attack With Spell,"Thrash 'til die
To glory of attack
Attack with spell
In my attack

Bleeded blood burst out
On alter of pure hell
Chimed bell rise clear
Moon squalls dying blood

The horror infernal of damned earth
Flight in night light shadows forward
Following the masters example
Death soldier hided nots

Sorcerers words drift unto twilight dawn
I curse creed and dawn light of heaven

Buried under cross of good
Cenotaph of bloodspots manifest
Power of hell and pit lord-I rise
Now god loose control

Invert good and great victory
Call to him a palace flame
My spirit burn in distant skyline
Now god loose control...

",4,1997,"thrash til die
to glory of attack
attack with spell
in my attack

bleeded blood burst out
on alter of pure hell
chimed bell rise clear
moon squalls dying blood

the horror infernal of damned earth
flight in night light shadows forward
following the masters example
death soldier hided nots

sorcerers words drift unto twilight dawn
i curse creed and dawn light of heaven

buried under cross of good
cenotaph of bloodspots manifest
power of hell and pit lordi rise
now god loose control

invert good and great victory
call to him a palace flame
my spirit burn in distant skyline
now god loose control",0.25503663003663
ABIGAIL,Intercourse and Lust,Strength Of Another World,"November horizon twilight
Glow red with war-star
Spirit of ages rebirthed
Finding fire and no speak

On rocks and shoals of Blood Sea
A fortress of unrighteousness...
Moonrise dance invoke frenzy
Full face shadow cast

Twisted oath find favor
And praise by legion sons
Mocking cries rise to cloud tops
Their mass celebrate no second...
Coming!

Strength of other world
Faith of other world
The winged serpent regal
Wrapped clock shroud darkness

Spirit of ages rebirthed
Finding fire and no spark
Wrapped cloak shroud darkness
Strength of other world...

",5,1997,"november horizon twilight
glow red with warstar
spirit of ages rebirthed
finding fire and no speak

on rocks and shoals of blood sea
a fortress of unrighteousness
moonrise dance invoke frenzy
full face shadow cast

twisted oath find favor
and praise by legion sons
mocking cries rise to cloud tops
their mass celebrate no second
coming

strength of other world
faith of other world
the winged serpent regal
wrapped clock shroud darkness

spirit of ages rebirthed
finding fire and no spark
wrapped cloak shroud darkness
strength of other world",-0.075
ABIGAIL,Intercourse and Lust,The Bonehunter,"The moonless night sky abandons the sleeping earth
As terrestrial elements cease for this night
Now a blood-red (last) quarter moon rises in this stillness
But in the distance it stirs and awakens...

This creature of gray scaled armour
With a tongue like flame and eyes of charred black holes
It's silhouette of leathery wings
Blots out the star-stream above

Jowls slather as it's hardened claws
They tear at the earth
A just, a drive, a want, an urge...
The colossus insatiable frenzy

Our creature pauses to stare away
Across to the eastern skyline
No more stars will rise this night
The coming dawn will never see...

Gathering its trophies
This bonehunters full awful glory
With wingspread full it swallows the night
And splits the faint twilight with flight

A hoary legend burned into memory
This creature of imagination...
But burial stone speaks with clear voice
Of a creature with gray scaled armour...

",6,1997,"the moonless night sky abandons the sleeping earth
as terrestrial elements cease for this night
now a bloodred last quarter moon rises in this stillness
but in the distance it stirs and awakens

this creature of gray scaled armour
with a tongue like flame and eyes of charred black holes
its silhouette of leathery wings
blots out the starstream above

jowls slather as its hardened claws
they tear at the earth
a just a drive a want an urge
the colossus insatiable frenzy

our creature pauses to stare away
across to the eastern skyline
no more stars will rise this night
the coming dawn will never see

gathering its trophies
this bonehunters full awful glory
with wingspread full it swallows the night
and splits the faint twilight with flight

a hoary legend burned into memory
this creature of imagination
but burial stone speaks with clear voice
of a creature with gray scaled armour",-0.11166666666666666
ABIGAIL,Intercourse and Lust,Mephistopheles,"Cold nasty, Tear laugh, Wired laugh
Ask a persons help, world rule
Woman temptation, rape, kill
Emperor over the river suppy to both

Mephistopheles you're my pride in hell

There is not border in hell
We are going to found in hell
Confusion of people and fallen in hell
Exceed of Satan, marvelous evil

",7,1997,"cold nasty tear laugh wired laugh
ask a persons help world rule
woman temptation rape kill
emperor over the river suppy to both

mephistopheles youre my pride in hell

there is not border in hell
we are going to found in hell
confusion of people and fallen in hell
exceed of satan marvelous evil",-0.16666666666666666
ABIGAIL,Intercourse and Lust,Hail Yakuza,"Touch cups
Angry waves attack
Have no rival in the world

Yakuza! Yakuza! Yakuza!

Underground kingdom
Merciless death
Love and duty
The law of the jungle

Yakuza! Yakuza! Yakuza!




",9,1997,"touch cups
angry waves attack
have no rival in the world

yakuza yakuza yakuza

underground kingdom
merciless death
love and duty
the law of the jungle

yakuza yakuza yakuza",-0.2333333333333333
ABIGAIL,pictaviansamuraisabigailmanzer,Behold Satan_s Rise,"[performed by Abigail]Fire burning
Gods of chaos
Satanik butchers
The ride of death

Drink the blood
Behold Satan's rise

Bestial fire
Apocalyptic war
Place of weeping death
Upon your throne

Drink the blood
Behold Satan's rise

",3,0,"performed by abigailfire burning
gods of chaos
satanik butchers
the ride of death

drink the blood
behold satans rise

bestial fire
apocalyptic war
place of weeping death
upon your throne

drink the blood
behold satans rise",0.0
ABIGAIL,pictaviansamuraisabigailmanzer,I_m The Reaper,"[performed by Abigail]Endless game
No survives
Raging force
Angel kills

I'm the reaper

Burn in hell
Evil souls
Blackened sky
Gods of war

I'm the reaper



",4,0,"performed by abigailendless game
no survives
raging force
angel kills

im the reaper

burn in hell
evil souls
blackened sky
gods of war

im the reaper",-0.7
ABIGAIL,satanbitchesrocknrollabigaildulvel,Nuclear Warheads,"[performed by Abigail]Endless war
The black war comes with fire
Infernal death
Fallen angels of doom

Fight till death
Master of storms

Nuclear warheads
Son of evil
Nuclear warheads
Son of evil

Bestial fire
Death comes from the unknown
Total destruction
ItГўВЂВ™s the nuclear metal attack

Fight till death
Master of storms

Nuclear warheads
Son of evil
Nuclear warheads
Son of evil

Total death! Total war!
Under the sign of evil
Hell and damnation
Only death is real

Fight till death
Master of storms

Nuclear warheads
Son of evil
Nuclear warheads
Son of evil

",3,0,"performed by abigailendless war
the black war comes with fire
infernal death
fallen angels of doom

fight till death
master of storms

nuclear warheads
son of evil
nuclear warheads
son of evil

bestial fire
death comes from the unknown
total destruction
itгўвђвs the nuclear metal attack

fight till death
master of storms

nuclear warheads
son of evil
nuclear warheads
son of evil

total death total war
under the sign of evil
hell and damnation
only death is real

fight till death
master of storms

nuclear warheads
son of evil
nuclear warheads
son of evil",-0.5047619047619049
